name,brand,barcode,category,image_url,ingredients
masque,Sephora,3378872181828,,https://images.openbeautyfacts.org/images/products/337/887/218/1828/front_xx.3.400.jpg,Nourishing & soothing minutes SEPHORA Masque visage cannelle Cinnamon face mask Parfum lait de cannelle Cinnamon latte scent 95% ingrédients d'orngine naturelle ingredients fron natural origin 1 masque 1 mask Teu issu d'ouclyptus Fcalyptus denvod tiber WIKO
,Sephora,3378872187981,,https://images.openbeautyfacts.org/images/products/337/887/218/7981/front_fr.9.400.jpg,
Blush crème multi-usages,Sephora,3378872193524,,https://images.openbeautyfacts.org/images/products/337/887/219/3524/front_fr.3.400.jpg,
Super hardener,Sephora,3378872200215,,https://images.openbeautyfacts.org/images/products/337/887/220/0215/front_en.3.400.jpg,
BAUME MAINS,SEPHORA,3378872217763,"fr:CREME POUR LES MAINS, en:open-beauty-facts",https://images.openbeautyfacts.org/images/products/337/887/221/7763/front_fr.3.400.jpg,"Aqua (Water)Butyrospermum S+, 75008 Paris, France in USA, Dist. Sepho Håndbalsam Parki Butter (Butyrospermum Parki (Shea USA SF CA 94105 9 Buttor, Glyceryl Stearate Se Glycerin. Mynstyl Alcohol Cetearyl Alcohol Undecane Distarch Phosphate Pentylene Glycol Tridecane Cocos Nucifera (Coconut) Oil. 1,2-Hexanediol • Hydroxyacetophenone 4"
Crème corps effet peau neuve,Sephora,3378872218234,,https://images.openbeautyfacts.org/images/products/337/887/221/8234/front_fr.3.400.jpg,
,Sephora,3378872227953,fr:Compléments alimentaires,https://images.openbeautyfacts.org/images/products/337/887/222/7953/front_fr.11.400.jpg,
Hand balm Nourishing & comforting,Sephora,3378872234500,"Corps,Crèmes pour les mains,Crèmes hydratantes",https://images.openbeautyfacts.org/images/products/337/887/223/4500/front_it.4.400.jpg,"Beurre de karité (10%), extrait de pastèque"
"savon liquide, certifié bio",l'artisanat savonnier,3489940081169,,https://images.openbeautyfacts.org/images/products/348/994/008/1169/front_fr.7.400.jpg,"Aqua (Water), Potas - sium Olivate**, Potassium Cocoate**, Glycerin**, Sodium Chloride, Citric Acid, Lavandula Hybrida Oil*, Linalool***. *Ingrédient issu de l'Agriculture Biologique **Transformé à d'ingrédients partir biologiques ***Substance naturellement présente dans les huiles essentielles 100% du total est d'origine naturelle 14% du total des ingrédients sont issus de l'Agriculture Biologique COSMOS COSMECERT par ORGANIC le certifié référentiel selon COSMOS disponible sur : https://cosmos-standard.org *Ingredient from Organic Farming **Made using Organic ingredients ***Substance naturally present in essential oils 100% natural origin of total 14% organic of total COSMOS by ORGANIC COSMECERT according to COSMOS Standard. 12 M FRANCE OND Laboratoire Gravier ZAE du Grand Lussan F-30580 LUSSAN contact@labogravier.com"
Lait corporel,Savonnerie artisanale de Provence,3700601500127,,https://images.openbeautyfacts.org/images/products/370/060/150/0127/front_fr.6.400.jpg,"AQUA. COCOS NUCIFERA OIL, ISOPROPYL MYRISTATE, GLYCERYL STEARATE, PEG-100 STEARATE, CETEARYL ALCOHOL, ARGANIA SPINOSA KERNEL OIL&quot;, BUTYROSPERMUM PARKII BUTTER, GLYCERIN, SORBITOL, PARFUM, BENZYL ALCOHOL, POLYACRYLAMIDE, ETHYLHEXYLGLYCERIN, XANTHAN GUM, LAURETH-7, SODIUM BENZOATE, CITRIC ACID, LIMONENE, HELIANTHUS ANNUUS SEED OIL, ROSMARINUS OFFICINALIS LEAF EXTRACT, POTASSIUM SORBATE, HEXYL CINNAMAL. COUMARIN, CITRONELLOL. CITRAL, GERANIOL, LINALOOL. SODIUM C13-14 ISOPARAFFIN, PCA, CETEARETH-33. 250ml SANS PARAREN SANS SILICONE"
Le mineur charbon-menthe,Savon artisanal du Val d'Argent,3770002220146,"Hygiène,Savons,savons",https://images.openbeautyfacts.org/images/products/377/000/222/0146/front_en.6.400.jpg,"Sodium cocoate**, sodium olivate**, glycérin**, aqua, sodium arganate**, charcoal powder** mentha piperita oil*, limonene ** (Huile de coco**, huile d'olive**, glycérine**, eau, huile d'argan* charbon végétal**, huile essentielle menthe*, limonene). * ingrédients issus de l'agriculture biologique ** Ingrédients fabriqués à partir d'ingrédients issus de l'agriculture biologique. 79,58 % du total des ingrédients sont issus de l'agriculture biologique. 100 % du total des ingrédients sont d'origine naturelle."
dentifrice en poudre au charbon végétal et à la menthe,savonnerie argasol artisanale du Val d'argent,3770002220986,Cosmétique,https://images.openbeautyfacts.org/images/products/377/000/222/0986/front_fr.24.400.jpg,"argile blanche, bicarbonate de soude, charbon végétal, huile essentielle de menthe"
Gel mains antibactérien - Oh My Lemon,Sephora,3770004599196,,,sec
Vaseline,Isana,4047196040775,"en:Body,Handcremes,Hautpflege",https://images.openbeautyfacts.org/images/products/404/719/604/0775/front_pl.12.400.jpg,Petrolatum.
,Isana Men,4047196045923,Aftershaves,https://images.openbeautyfacts.org/images/products/404/719/604/5923/front_hu.3.400.jpg,"Aqua, Caprylic/Capric Triglyceride, Glycerin, Polyglyceryl-3 Dicitrate/Stearate, Coco-Caprylate, Cetearyl Alcohol, Aloe Barbadensis Leaf Juice, Panthenol, Chamomilla Recutita Flower Extract, Tocopherol, Bisabolol, Propylene Glycol, Farnesol, Citric Acid, Sodium Hydroxide, Xanthan Gum, Gellan Gum, Parfum, Limonene, Benzoic Acid, Dehydroacetic Acid, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate. Dirk Bosemann GmbH Isernhägener Str. 16"
Dry Shampoo,Isana,4047196057247,,https://images.openbeautyfacts.org/images/products/404/719/605/7247/front_fr.3.400.jpg,
pasta do zębów bio z miętą,alterra rossmann,4047196057278,pasta do zębów,https://images.openbeautyfacts.org/images/products/404/719/605/7278/front_pl.3.400.jpg,
Chusteczki higieniczne z recyklingu,"alouette, Rossmann",4047196057902,Chusteczki higieniczne,https://images.openbeautyfacts.org/images/products/404/719/605/7902/front_pl.3.400.jpg,
Żel do golenia sensitive,Isana Men,4047196059494,Shaving gel,https://images.openbeautyfacts.org/images/products/404/719/605/9494/front_pl.3.400.jpg,
Cherry Delight,Isana,4047196062913,,https://images.openbeautyfacts.org/images/products/404/719/606/2913/front_fr.3.400.jpg,
Capsule Omega 3,Optisana Vital,4056489762591,Integratori Alimentari,https://images.openbeautyfacts.org/images/products/405/648/976/2591/front_it.18.400.jpg,
SONNENFLUID SENSITIV LSF 50,"ROSSMANN, Sun ozon",4068134010483,,https://images.openbeautyfacts.org/images/products/406/813/401/0483/front_de.8.400.jpg,
leche corporal,isana,4068134023001,"Tipo de producto incorrecto,en:non-food-products,en:open-beauty-facts",https://images.openbeautyfacts.org/images/products/406/813/402/3001/front_en.5.400.jpg,
Milde Seife Tropical Dresm,Isana,4068134024060,"Non-Food-Produkte, Open Beauty Facts",https://images.openbeautyfacts.org/images/products/406/813/402/4060/front_de.3.400.jpg,
Zahncreme BIO-Kräuter (Fluoridfrei),Alterra Naturkosmetik (von Rossmann),4068134024862,Zahnpasten,https://images.openbeautyfacts.org/images/products/406/813/402/4862/front_de.3.400.jpg,"INGREDIENTS: AQUA, GLYCERIN, HYDRATED SILICA, XYLITOL, SODIUM LACTATE, CALCIUM CARBONATE, XANTHAN GUM, DISODIUM COCOYL GLUTAMATE, PEN - TYLENE GLYCOL, SODIUM COCOYL GLUTAMATE, SO - DIUM HYDROXIDE, LACTIC ACID, SALVIA OFFICINALIS LEAF EXTRACT**, EUCALYPTUS GLOBULUS LEAF EXTRACT**, ECHINACEA PURPUREA EXTRACT** CHAMOMILLA RECUTITA FLOWER EXTRACT**, THYMUS VULGARIS LEAF EXTRACT**, LEVULINIC ACID, SODIUM LEVULINATE, AROMA***, LIMONENE***  ** FROM CERTIFIED ORGANIC AGRICULTURE  *** FROM NATURAL ESSENTIAL OILS"
Shampoo Jeden Tag,Isana Med,4068134039743,"Hair,Shampoos",https://images.openbeautyfacts.org/images/products/406/813/403/9743/front_de.15.400.jpg,"INGREDIENTS: Aqua, Sodium Laureth Sulfate, Urea, Sodium Chloride, Cocamidopropyl Betaine, Sodium Cocoyl Glutamate, Disodium Cocoamphodiacetate, Panthenol, Sodium Laureth-8 Sulfate, Glycol Distearate, Magnesium Laureth Sulfate, Magnesium Laureth-8 Sulfate, Laureth-4, Sodium Oleth Sulfate, Magnesium Oleth Sulfate, Parfum, Citric Acid, Sodium Benzoate, Potassium Sorbate, Glycerin, Propylene Glycol, Formic Acid."
Milde Seife Wichteltraum,Isana,4068134052476,"Non-Food-Produkte, Open Beauty Facts",https://images.openbeautyfacts.org/images/products/406/813/405/2476/front_de.6.400.jpg,
ISAMA MED Händedesinfektionsmittel,ISANA MED,4068134070463,,,
Shampoo,Isana,4068134071095,"Shampoos, Open Beauty Facts",,
ISANA Verwöhnende Seife Persian Feeling,ISANA,4068134072405,Seifen,,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Coco-Glucoside, Glyceryl Oleate, Sodium Lactate, Parfum, Tocopherol, Hydrogenated Vegetable Glycerides Citrate, Sodium Citrate, Citric Acid, Sodium Benzoate, Citrus Aurantium Peel Oil, Limonene, CI 16255"
Handcreme Olive,Isana,4068134094438,Handcremes,https://images.openbeautyfacts.org/images/products/406/813/409/4438/front_de.3.400.jpg,"Aqua, Glycerin, Glyceryl Stearate SE, Isopropyl Palmitate, Caprylic/Capric Triglyceride, Cetyl Alcohol, Olea Europaea Fruit Oil Panthenol, Phenoxyethanol, Hydrogenated Vegetable Oil, Parfum, Acacia Senegal Gum, Sodium Cetearyl Sulfate, Xanthan Gum, Caprylyl Glycol, Tetrasodium Glutamate Diacetate, Citric Acid, Tetramethyl Acetyloctahydronaphthalenes, Terpi neol, Linalyl Acetate, Hexyl Cinnamal, Linalool Gironellol, Alpha-Isomethyl Ionone, Acetyl Ce drene, Coumarin, Amyl Cinnamal, Tocopherol Geraniol, Limonene, Sodium Hydroxide"
ISANA Trockenshampoo Oriental Delight,ISANA,4068134106995,Trockenshampoo,,"Butane, Oryza Sativa Starch, Alcohol Denat., Aqua, Parfum, Cetrimonium Chloride, Tetramethyl Acetyloctahydronaphthalenes, Distearyldimonium Chloride, Linalool, Vanillin, Linalyl Acetate, Citronellol, Geraniol, Isopropyl Alcohol."
ISANA Deo- und Bodyspray Ocean Bliss,ISANA,4068134107541,Deospray,,"Butane, Alcohol Denat., Propane, Triethyl Citrate, Isobutane, Glycerin, Isopropyl Myristate, Parfum, Phenoxyethanol, Ethylhexylglycerin, Aqua, Tetramethyl Acetyloctahydronaphthalenes, Linalyl Acetate, Isoeugenyl Acetate, Tocopherol."
Augenpads Cutieful Eyes,Isana,4068134107640,,https://images.openbeautyfacts.org/images/products/406/813/410/7640/front_de.3.400.jpg,
Blue dushgel,Isana,4068134108159,Shampoo 5in1,https://images.openbeautyfacts.org/images/products/406/813/410/8159/front_en.3.400.jpg,"Aqua, Sodium Laureth Sulfate, Glycerin, Sodium Chloride, Cocamidopropyl Be - taine, Coco-Glucoside, Glyceryl Oleate, Hydroxy - propyl Guar Hydroxypropyltrimonium Chloride, Parfum, Citrus Paradisi Fruit Extract, Tocopherol, Hydrogenated Vegetable Glycerides Citrate, So - dium Citrate, Benzophenone-4, Citric Acid, Sodium Benzoate, Potassium Sorbate Tetramethyl Acetyl - octahydronaphthalenes, CI 28400, CI 42090."
Work & repair,Isana,4068134111142,Handcremes,https://images.openbeautyfacts.org/images/products/406/813/411/1142/front_de.3.400.jpg,
ISANA Cremeseife Christmas Feelings,ISANA,4068134129291,Seifen,,
Deo Roll-On,Isana,42335696,,https://images.openbeautyfacts.org/images/products/000/004/233/5696/front_de.6.400.jpg,
Lippenpflege Intensiv,isana,42348450,,https://images.openbeautyfacts.org/images/products/000/004/234/8450/front_de.4.400.jpg,
,Isana,42348511,"Déodorants anti-transpirants,Déodorants bille",https://images.openbeautyfacts.org/images/products/000/004/234/8511/front_de.5.400.jpg,"INGREDIENTS: Aqua, Triethyl Citrate, Glycerin, Glyceryl Stearate Citrate, Caprylic/Capric Triglyceride, Parfum, Cetearyl Alcohol, Sodium Benzoate, Myristyl Myristate, Ethylhexylglycerin, Lactic Acid, Xanthan Gum, Allantoin, Amyl Salicylate, Tetramethyl Acetyloctahydronaphthalenes, Linalyl Acetate, Vanillin, Tocopherol, Sodium Hydroxide."
Deo Roll-On Sensitiv,"Isana, Rossmann",42348535,"en:hygiene, en:deodorants",https://images.openbeautyfacts.org/images/products/000/004/234/8535/front_de.5.400.jpg,"Aqua, Isopropyl Myristate, Glyceryl Stearate Citrate, Sodium Stearoyl Glutamate, Cetearyl Alcohol, Parfum, Phenoxyethanol, Carbomer, Propylene Glycol, Ethylhexylglycerin, Octenidine HCI, Tocopherol, Sodium Hydroxide."
Deo Roll-On Fresh,Isana,42348542,Deodorante,https://images.openbeautyfacts.org/images/products/000/004/234/8542/front_de.10.400.jpg,"Aqua, Isopropyl Myristate, Glycerin, Glyceryl Stearate Citrate, Cetearyl Alcohol, Myristyl Myristate, Parfum, Panthenol, Pantolactone, Aloe Barbadensis Leaf Juice, Hydroxyethylcellulose, Propylene Glycol, Ethylhexylglycerin, Octenidine HCI, Tocopherol, Polyglyceryl-3 Caprylate, Phenoxyethanol, Sodium Benzonate, Ptassium Sorbate, Citric Acid, Sodium Hydroxide"
Deodorant Fresh,Isana Men,42348634,"Non-Food-Produkte, Open Beauty Facts",https://images.openbeautyfacts.org/images/products/000/004/234/8634/front_de.5.400.jpg,"Aqua, Isopropyl Myristate, Gly - cerin, Glyceryl Stear - 4234 8634 ate Citrate, Myristyl My - ristate, Cetearyl Alcohol, Panthenol, Allantoin, Men - tha Aquatica Extract, Hy - droxyethylcellulose, Propyl - ene Glycol, Ethylhexylglycerin, Octenidine HCI, Tocopherol, Polyglyceryl-3 Caprylate, Glu - cose, Lactic Acid, Parfum, Phenoxyethanol, Citric Acid, Sodium Hydroxide. Dirk Rossmann GmbH 30938 Burgwedel Germany 50ml e 12 M"
"Lippenpflege Isana, Aloe Vera",Rossmann,42402107,"Non-Food-Produkte, Open Beauty Facts",https://images.openbeautyfacts.org/images/products/000/004/240/2107/front_de.4.400.jpg,
Deocreme mit Natron,Isana,42402152,de:Deodorante,https://images.openbeautyfacts.org/images/products/000/004/240/2152/front_en.7.400.jpg,"Ethylhexyl Stearate, Zea Mays Starch, Sodium Bicarbonate, Butyrospermum Parkii Butter, Rhus Verniciflua Peel Cera, Cande - lilla Cera, Aqua, Caprylic/Capric Triglyceride, Silica, CI 77947, Helianthus Annuus Seed Oil, Parfum, Prunus Amygdalus Dulcis Oil, Benzyl Benzoate, Benzyl Salicylate, Linalool, Limo - nene, Geraniol, Citral, Citronellol, Alpha-Iso - methyl Ionone, Farnesol, Benzyl Alcohol."
Isana Body Milk,Rossmann,4305615052779,,https://images.openbeautyfacts.org/images/products/430/561/505/2779/front_de.3.400.jpg,
Perlodent med,Rossmann,4305615079998,,https://images.openbeautyfacts.org/images/products/430/561/507/9998/front_de.5.400.jpg,
RIVAL DE LOOP Dramatic Khol Kajal 01 - Black,RIVAL DE LOOP,4305615117676,Kajalstifte,,"CI 77499, HYDROGENATED COCO-GLYCERIDES, PARAFFINUM LIQUIDUM, HYDROGENATED CASTOR OIL, HYDROGENATED PALM OIL, CERA MICROCRISTALLINA, LANOLIN, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, TOCOPHEROL, LECITHIN, GLYCERYL STEARATE, ASCORBYL PALMITATE, GLYCERYL OLEATE, CITRIC ACID"
Wundspray,"Altapharma, Rossmann",4305615200033,,https://images.openbeautyfacts.org/images/products/430/561/520/0033/front_fr.9.400.jpg,
Alterra Naturkosmetik,Rossmann,4305615307640,"en:hygiene, en:soaps",https://images.openbeautyfacts.org/images/products/430/561/530/7640/front_de.4.400.jpg,
,ISANA med,4305615338798,,https://images.openbeautyfacts.org/images/products/430/561/533/8798/front_de.3.400.jpg,Aqua | Urea | Cetearyl Alcohol | Glyceryl Stearate | Propylene Glycol | Ethylhexyl Stearate | Isopropyl Myristate | Glycerin | Butyrospermum Parkii Butter | Panthenol | Tocopheryl Acetate | Sodium Cetearyl Sulfate | Phenoxyethanol | Benzyl Alcohol | Sodium Lactate | Lactic Acid | Sodium Hydroxide | Citric Acid
ISANA MED Creme-Öl Dusche,Isana Med,4305615338897,en:Shower gel,,
Active Clear - Anti-Pickel,ISANA young,4305615339177,Waschcreme,https://images.openbeautyfacts.org/images/products/430/561/533/9177/front_de.4.400.jpg,"Aqua, Coco-Glucoside, Glycerin, Cocamido- propyl Betaine, Caprylyl/Capryl Glucoside, Acrylates/ C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol Lauryl Glucoside, Stearyl Citrate, Sodium Chloride, Parfum Glyceryl Oleate, Zinc PCA, Salicylic Acid, Sodium Hydroxide, Citric Acid, Ethylhexylglycerin, Disodium EDTA, Benzoic Acid, Linalool, CI 42090"
Fruchtsäure Peeling,"Isana, Rossmann",4305615339221,,https://images.openbeautyfacts.org/images/products/430/561/533/9221/front_de.4.400.jpg,
Isana Med Arztseife [Spezial],Rossmann,4305615343105,,https://images.openbeautyfacts.org/images/products/430/561/534/3105/front_de.7.400.jpg,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Lactic Acid, Sodium Chloride, Coco-Glucoside, Glyceryl Oleate, Glycerin, Panthenol, Farnesol, Glycol Distearate, Laureth-4, Parfum, Citric Acid, Sodium Benzoate, Potassium Sorbate, Formic Acid"
Styling Gel for men 5+ mega stark,Isana,4305615343488,Haargele,https://images.openbeautyfacts.org/images/products/430/561/534/3488/front_de.4.400.jpg,"AQUA, ALCOHOL DENAT VP/VA COPOLYMER, PVP, SORBITOL, PROPYLENE GLYCOL, NIACINAMIDE, PARFUM, ETHYLHEXYLGLYCERIN, CAPRYLYL/CAPRY GLUCOSIDE, CARBOMER, BENZYL ALCOHOL, PHENOXYETHANOL, LIMONENE, LINALOOL, AMINOMETHYL PROPANOL"
Nagellack Entferner,ISANA,4305615346021,,https://images.openbeautyfacts.org/images/products/430/561/534/6021/front_de.4.400.jpg,
Isana Cremeseife Olive,ISANA,4305615346120,en:open-beauty-facts,,"VIRKUNG & PFLECE ISNA Cremeseife Olive reinigt und pflegt Ihre Hânde g fürTag. Ausgesuchte Waschsubstanzen reinigen sanft und honend. Ein natürliches, hautverwandtes Pflegelipid schützt 4Ad pflegt Ihre Haut. Der enthaltene softpflege-Komplex hàlt Ire Hânde zart und geschmeidig. HAUTVERTRA LICHKEIT ermatologisch bestâtigt und pH-hautneutral PFLECETIPP :remen Sie Ihre Hânde nach dem Reinigen mit ISANA landcreme ein. {CREDIENTS: SODIUM LAURETH SULFATE, SODIUM COCAMIDOPROPYL BETAINE, COCO-CLUCOSIDE, SINE ADIPE LAC, OLEA EUROPAEA LEAF EX, ACT,STYRENE/ACRYLATESCOPOLYMER, PROPYLENECLYCOLI SODIUM LACTATE, CITRIC SODIUM BENZOATE SORBATE."
Bodycreme Vitamin E,ISANA,4305615346168,"en:dairies, en:creams",https://images.openbeautyfacts.org/images/products/430/561/534/6168/front_en.12.400.jpg,"INGREDIENTS: AQUA, ISOPROPYL PALMITATE, DECYLOLEATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE, HYDROGENATED CASTOR OIL, GLYCERYL OLEATE, SIMMONDSIA CHINENSIS SEED OIL, TOCOPHERYLACETATE, MAGNESIUM SULFATE, CITRIC ACID, PARFUM, BENZYL ALCOHOL, BENZYL SALICYLATE, CITRONELLOL, GERANIOL, HEXYL CINNAMAL, LIMONENE, LINALOOL, ALPHA-ISOMETHYL IONONE, SODIUM BENZOATE."
Glättungs-Balm,"Isana, Rossmann",4305615347868,Conditioner,https://images.openbeautyfacts.org/images/products/430/561/534/7868/front_de.4.400.jpg,"INGREDIENTS AQUA, GLYCERIN, CETE ARYL ALCOHOL, CYCLOPENTPOXANE BEHENTRIMONIUM CHLORIDE, ISOPROPYL PALMITATE, DIMETHICONOL, PANTHENOL PARFUM, ISOPROPYL ALCOHOL, SODIUM BENZOATE, POTASSIUM SORBATE, PHENOXY ETHANOL, CITRIC ACID, HEXYL CINNAMAL LINALOOL, GERANIOL CITRONELLOL, ALPHA ISOMETHYL IONONE, BENZYLALCOHOL. 898"
Haar Wax,ISANA,4305615347882,"en:Hair, en:Hair Gel, fr:Coiffants",,
Lagenwatte,Isana,4305615386751,,https://images.openbeautyfacts.org/images/products/430/561/538/6751/front_de.3.400.jpg,
Kinder Zahngel,"Alterra, Rossmann",4305615405919,"Falscher product type, Non-Food-Produkte, Open Beauty Facts, Kinderzahncreme",https://images.openbeautyfacts.org/images/products/430/561/540/5919/front_de.4.400.jpg,"Pflanzliches Glycerin, Sili - ummineralien, demineralisiertes Wasser, Xylit, Xanthan, Himbeerextrakt*, Erdbeerextrakt*, Meersalz, Natriumfluorid, Carmin, Levulinsäure, Mischung ätherischer Ole** *Inhaltsstoffe aus kontrolliert **biologischem Anbau aus natürlichen Ölen Fluoridgehalt: 500ppm"
Duschgel Sensitiv,ISANA,4305615407609,"en:hygiene, en:showers-and-baths, en:shower-gels",https://images.openbeautyfacts.org/images/products/430/561/540/7609/front_de.4.400.jpg,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Glycerin, Allantoin, Coco-Glucoside, Glyceryl Oleate, Tocopherol, Hydrogenated Palm Glycerides Citrate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Propylene Glycol, PEG-3 Distearate, Parfum, Hexyl Cinnamal, Linalool, Limonene, Sodium Benzoate, Potassium Sorbate, Benzoic Acid, Citric Acid, Sodium Hydroxide"
Duschgel fresh [3in1],"Isana men, Rossmann",4305615407616,"Falscher product type, Non-Food-Produkte, Open Beauty Facts, en:shower-gels, en:showers-and-baths",https://images.openbeautyfacts.org/images/products/430/561/540/7616/front_de.4.400.jpg,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Coco-Glucoside, Glyceryl Oleate, Tocopherol, Hydrogenated Palm Glycerides Citrate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Sodium Lauroyl Glutamate, Propylene Glycol, Decyl Glucoside, Parfum, Sodium Benzoate, Potassium Sorbate, Citric Acid, Cl 42051."
Duschgel herbe Frische,"Isana, Isana men, Rossmann",4305615407623,Duschgel,https://images.openbeautyfacts.org/images/products/430/561/540/7623/front_de.4.400.jpg,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Coco-Glucoside, Glyceryl Oleate, Tocopherol, Hydrogenated Palm Glycerides Citrate, Glycerin, Maris Sal, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Menthol, Propylene Glycol, Parfum, Benzyl Salicylate, Linalool, Limonene, Sodium Benzoate, Potassium Sorbate, Citric Acid, Sodium Hydroxide, Cl 16185, CI 42090."
Duschgel sport [3in1],"Isana men, Rossmann",4305615407630,"Falscher product type, Non-Food-Produkte, Open Beauty Facts, en:shower-gels, en:showers-and-baths",https://images.openbeautyfacts.org/images/products/430/561/540/7630/front_de.4.400.jpg,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, PEG-7 Glyceryl Cocoate, Coco-Glucoside, Glyceryl Oleate, Ginkgo Biloba Extract, Polyquaternium-7, Glycerin, Propylene Glycol, Benzophenone-4, Tocopherol, Hydrogenated Palm Glycerides Citrate, Parfum, Linalool, Limonene, Sodium Benzoate, Potassium midopropyl Sorbate, Citric Acid, Sodium Hydroxide, CI 16035, CI 47005."
Isana Wattepads (140 Stck),"Isaba, Isana",4305615438061,"Falscher product type, Non-Food-Produkte, Open Beauty Facts",https://images.openbeautyfacts.org/images/products/430/561/543/8061/front_de.3.400.jpg,
Dusche & Shampoo sensitiv,Isana Kids,4305615438672,,https://images.openbeautyfacts.org/images/products/430/561/543/8672/front_de.3.400.jpg,
Gallseife (détachant au fiel),Rossmann,4305615440804,Détachant,https://images.openbeautyfacts.org/images/products/430/561/544/0804/front_fr.3.400.jpg,Savon 30%  - Parfum - Concentré de fiel
,Rossmann,4305615453576,"Non food products, Open Beauty Facts, Cosmetic products",https://images.openbeautyfacts.org/images/products/430/561/545/3576/front_de.3.400.jpg,
sun Ozon,rossmann,4305615459004,Sonnencremes,https://images.openbeautyfacts.org/images/products/430/561/545/9004/front_de.4.400.jpg,"Aqua, Octocrylene, Alcohol, Glycerin, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Titanium Dioxide (Nano), C12-15 Alkyl Benzoate, Propylheptyl Caprylate, VP/Hexadecene Copolymer, Butyrospermum Parkii Butter, Carnosine, Silica, Panthenol, Parfum, Tocopheryl Acetate, Diethylhexyl Butamido Triazone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, Carbomer, Sodium Hydroxide, Xanthan Gum, Dimethicone, Disodium EDTA, Linalool, Benzyl Alcohol, Limonene, Benzyl Salicylate, Eugenol, Citronellol, Coumarin, Geraniol, Tocopheral"
Q10 Lifting Serum,ISANA,4305615481593,,https://images.openbeautyfacts.org/images/products/430/561/548/1593/front_de.9.400.jpg,"Aqua, Glycerin, Ethylhexyl Isononanoate, Methyl Glucose Sesquistearate, Glycine Soja Oil, Penthenol, Macadamia Integrifolia Seed Oil, Tocopheryl Acetate, Olive Oil Decyl Esters, Tocopherol, Helianthus Annuus Seed Oil, Ubiquinone, Squalane, Chlorella Vulgaris Extract, Maris Sal, Phenoxyethanol, Bentonite, Xanthan Gum, Parfum, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyisobutene, Citric Acid, Ethylhexylglycerin, Potassium Sorbate, Benzyl Sylicylate, Hydrate Silica, Sorbitan Oleate, Alpha-Isomethyl Ionone, Caprylyl/Capryl Glucoside, Lactic Acid, Linalool, Pantolactone, Citronellol"
Isana Clean and Care Milde Reinigungsmilch,Rossmann Isana,4305615482262,en:Make up remover,https://images.openbeautyfacts.org/images/products/430/561/548/2262/front_de.4.400.jpg,"Product ISANA Milde Reinigungsmilch Hautverträglichkeit dermatologisch bestätigt pH-hautneutral  Ingredients:  Aqua, Zea Mays Germ Oil, Decyl Oleate, Glyceryl Stearate Citrate, Glycerin, Cetearyl Alcohol, Allantoin, Cucumis Sativus Fruit Extract, Ginkgo Biloba Leaf Extract, Lecithin, Phenoxyethanol, Sodium Cetearyl Sulfate, Parfum, Xanthan Gum, Potassium Sorbate, Ethylhexylglycerin, Butylene Glycol, Citric Acid, Ascorbyl Palmitate, Glyceryl Stearate, Glyceryl Oleate"
Clean Care ölfreier Mizellen Augen Make-up Entferner,Rossmann,4305615482323,Make-up Entferner,https://images.openbeautyfacts.org/images/products/430/561/548/2323/front_de.4.400.jpg,"Aqua, Butylene Glycol, Decyl Glucoside, Panthenol, Glycerin, Ethyl Lauroyl Arginate HCI, Citric Acid, Pantolactone"
Miss Cara Mella,Isana,4305615496351,Cremes,https://images.openbeautyfacts.org/images/products/430/561/549/6351/front_de.4.400.jpg,"AQUA, GLYCERIN, ETHYLHEXYL STEARATE, BUTYROSPERMUM PARKII BUTTER, CETEARYL ALCOHOL, HYDROGENATED OLIVE OIL, GLYCERYL STEARATE SE, GLYCERYL STEARATE CITRATE, CARAMEL, COCOS NUCIFERA OIL, PANTHENOL, PARFUM, ACRYLATES/CIO-30 ALKYL, ACYLATE CROSSPOLYMER, PHENOXYETHANOL, SODIUM HYDROXIDE, ETHYLHEXYLGGLYCERIN SODIUM CHLORIDE, SODIUM SULFATE, CI 16035."
,Rossmann,4305615497662,"Non food products, Open Beauty Facts, Cosmetic products",https://images.openbeautyfacts.org/images/products/430/561/549/7662/front_de.3.400.jpg,
